event_time,event_id,vehicle_id,occupant_id,seat_location_id,seat_position,occupant_role,seat_track_position,seat_type,posture,belt_use,belt_anchorage,belt_failure,belt_availability,seat_performance,source_type,source_reference,model_type,model_version,geometry_status,temporal_status,seat_position_probability,seat_position_surprisal_bits,occupant_role_probability,occupant_role_surprisal_bits,seat_track_position_probability,seat_track_position_surprisal_bits,seat_type_probability,seat_type_surprisal_bits,posture_probability,posture_surprisal_bits,belt_use_probability,belt_use_surprisal_bits,belt_anchorage_probability,belt_anchorage_surprisal_bits,belt_failure_probability,belt_failure_surprisal_bits,belt_availability_probability,belt_availability_surprisal_bits,seat_performance_probability,seat_performance_surprisal_bits,occupant_anomaly_score_bits,joint_probability,dominant_contributor,dominant_contributor_score_bits,occupant_anomaly_percentile,anomaly_tier
2026-01-01T00:00:10,OCC-00000011,SIM-400519,OCC-12944653,SEAT-4798,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NOT COLLECTED/UNKNOWN,LAP AND SHOULDER,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.1483516483516483,2.752907138035228,0.760989010989011,0.394052474149508,0.3457544288332315,1.5321803636422713,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6840659340659341,0.5477927081306153,8.313493993353545,0.0031433224854252855,posture,2.752907138035228,35.915,BASELINE
2026-01-01T00:00:11,OCC-00000012,SIM-175518,OCC-36044886,SEAT-8376,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,FULL DOWN,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.2076749435665914,2.2676009324980053,0.3392405063291139,1.559619652606693,1.0,-0.0,1.0,-0.0,0.6433408577878104,0.6363447795029143,7.4635653646076126,0.005665561401554509,belt_use,2.2676009324980053,22.900000000000002,BASELINE
2026-01-01T00:00:12,OCC-00000013,SIM-924075,OCC-40940698,SEAT-7258,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,OTHER ABNORMAL POSTURE,LAP AND SHOULDER,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY OCCUPANT,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.0353982300884955,4.8201789624151905,0.7935103244837758,0.3336791005797198,0.3457544288332315,1.5321803636422713,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.0707964601769911,3.8201789624151887,13.695431875510643,7.538140050287521e-05,posture,4.8201789624151905,88.67,ELEVATED
2026-01-01T00:00:13,OCC-00000014,SIM-719914,OCC-15313949,SEAT-9229,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.7935103244837758,0.3336791005797198,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6283185840707964,0.6704318429105057,5.822967722272384,0.01766493532831241,seat_track_position,2.1835354329609657,7.22,BASELINE
2026-01-01T00:00:14,OCC-00000015,SIM-349384,OCC-49433050,SEAT-2404,FRONT RIGHT SIDE,PASSENGER,SEAT AT FORWARD MOST POSITION,BUCKET WITH FOLD BACK,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.0233644859813084,5.419538891513786,0.2,2.321928094887362,1.0,-0.0,1.0,-0.0,0.6301369863013698,0.6662626028230044,0.9883355764917005,0.016927121558869114,1.0,-0.0,1.0,-0.0,10.675656051696466,0.0006113744780349216,seat_track_position,5.419538891513786,63.470000000000006,MODERATE
2026-01-01T00:00:15,OCC-00000016,SIM-316563,OCC-72009776,SEAT-9619,SECOND RIGHT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH,OTHER ABNORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0683900523560209,3.870069695954867,1.0,-0.0,0.9425837320574164,0.08530731262450626,0.2791878172588832,1.840692105931717,0.2727272727272727,1.8744691179161412,0.4545454545454545,1.1375035237499351,0.9272727272727272,0.10893437155316406,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.8545454545454545,0.2267708618470223,9.160674111136222,0.0017472792202826994,seat_position,3.870069695954867,46.794999999999995,BASELINE
2026-01-01T00:00:16,OCC-00000017,SIM-748702,OCC-34793276,SEAT-8259,FRONT RIGHT SIDE,PASSENGER,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.0716510903426791,3.802867531065291,0.8260869565217391,0.27563444261342734,0.868421052631579,0.203533394085132,0.868421052631579,0.203533394085132,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.5789473684210527,0.7884958948062882,8.96616429315149,0.0019994732657483863,seat_track_position,3.802867531065291,42.39,BASELINE
2026-01-01T00:00:17,OCC-00000018,SIM-665476,OCC-46211841,SEAT-9145,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,MID POSITION,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.8324175824175825,0.2646206567257453,0.760989010989011,0.394052474149508,0.1246182040317654,3.004413264502658,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.173076923076923,2.5305147166987805,9.280162421472614,0.0016083951190909147,belt_anchorage,3.004413264502658,48.095,BASELINE
2026-01-01T00:00:18,OCC-00000019,SIM-467172,OCC-29092523,SEAT-8763,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0589005235602094,4.085575731706075,1.0,-0.0,0.9388888888888888,0.09097366004749056,0.2662721893491124,1.9090263399525098,0.4666666666666667,1.0995356735509143,0.3777777777777777,1.4043902550793355,0.9272727272727272,0.10893437155316406,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.7555555555555555,0.40439025507933535,9.119753408527693,0.0017975487234187975,seat_position,4.085575731706075,45.695,BASELINE
2026-01-01T00:00:19,OCC-00000020,SIM-905845,OCC-81044985,SEAT-2597,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.1601460615545122,2.642539776297972,0.8436482084690554,0.24528655768362542,0.8764478764478765,0.19025980039563886,0.8455598455598455,0.2420212280853805,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.637065637065637,0.6504860734407383,6.084487937853728,0.014736237843831159,seat_track_position,2.642539776297972,12.139999999999999,BASELINE
2026-01-01T00:00:20,OCC-00000021,SIM-679646,OCC-11374519,SEAT-1245,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NORMAL POSTURE,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0589005235602094,4.085575731706075,1.0,-0.0,0.9388888888888888,0.09097366004749056,0.3668639053254438,1.4466831258953092,0.6290322580645161,0.6687940915246269,0.3387096774193548,1.561878887608115,0.953846153846154,0.06817150264157905,1.0,-0.0,1.0,-0.0,0.7258064516129032,0.46234321405720047,8.384420213480396,0.0029925266002364457,seat_position,4.085575731706075,36.504999999999995,BASELINE
2026-01-01T00:00:21,OCC-00000022,SIM-282787,OCC-87595163,SEAT-9941,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,BUCKET WITH FOLD BACK,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NOT COLLECTED/UNKNOWN,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.0276473656755346,5.176714167104956,0.0943396226415094,3.4059923596758375,0.8,0.3219280948873623,0.4,1.3219280948873622,0.2465753424657534,2.019899557437705,0.0035890533871691,8.122180901259766,1.0,-0.0,0.4,1.3219280948873622,22.363365476507948,1.8533446451708693e-07,belt_failure,8.122180901259766,99.92,EXTREME
2026-01-01T00:00:22,OCC-00000023,SIM-106648,OCC-92433138,SEAT-3012,FRONT RIGHT SIDE,PASSENGER,SEAT BETWEEN MIDDLE AND REAR,SPLIT BENCH WITH SEPARATE BACK CUSHIONS,NORMAL POSTURE,NONE USED/AVAILABLE,MID POSITION,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.3302180685358255,1.598509032559104,0.0471698113207547,4.405992359675837,0.8,0.3219280948873623,0.1,3.321928094887362,0.1176470588235294,3.0874628412503395,1.0,-0.0,1.0,-0.0,0.8,0.3219280948873623,15.308747859060812,2.4638127502309817e-05,seat_type,4.405992359675837,95.15,HIGH
2026-01-01T00:00:23,OCC-00000024,SIM-659862,OCC-82874140,SEAT-2804,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,POSITION UNKNOWN,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.2076749435665914,2.2676009324980053,0.0278481012658227,5.166277224427172,1.0,-0.0,1.0,-0.0,0.6433408577878104,0.6363447795029143,11.070222936428094,0.0004650833986350702,belt_anchorage,5.166277224427172,67.12,MODERATE
2026-01-01T00:00:24,OCC-00000025,SIM-224893,OCC-10920871,SEAT-6515,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,TRACK/ANCHOR FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.7878103837471784,0.34407966234536597,0.1081246182040317,3.209233056391157,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.0135440180586907,6.206200387833867,12.77644022812926,0.00014253064600113985,seat_performance,6.206200387833867,82.61500000000001,ELEVATED
2026-01-01T00:00:25,OCC-00000026,SIM-197604,OCC-37642307,SEAT-5698,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,BUCKET WITH FOLD BACK,NORMAL POSTURE,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.322429906542056,1.6329425296229783,0.1159420289855072,3.1085244567781696,0.9166666666666666,0.12553088208385899,0.2916666666666667,1.777607578663552,0.6764705882352942,0.5639008851933265,1.0,-0.0,1.0,-0.0,0.5,1.0,10.45950567325533,0.0007101908171645617,seat_type,3.1085244567781696,60.504999999999995,MODERATE
2026-01-01T00:00:26,OCC-00000027,SIM-625705,OCC-73691010,SEAT-9395,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.8324175824175825,0.2646206567257453,0.760989010989011,0.394052474149508,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.173076923076923,2.5305147166987805,7.699922330993861,0.004809416777673814,seat_performance,2.5305147166987805,28.785,BASELINE
