vehicle_id,occupant_event_count,vehicle_total_surprisal_bits,vehicle_mean_surprisal_bits,vehicle_median_surprisal_bits,vehicle_max_surprisal_bits,vehicle_anomaly_severity,critical_occupant_count,high_occupant_count,elevated_occupant_count,moderate_occupant_count,low_occupant_count,dominant_vehicle_contributor,dominant_vehicle_contributor_count,dominant_vehicle_contributor_percent,max_anomaly_event_id,max_anomaly_occupant_id,max_anomaly_tier,max_anomaly_signature,source_type,source_reference,model_type,model_version,vehicle_anomaly_index,vehicle_anomaly_signature
SIM-100586,1,9.98548458353154,9.98548458353154,9.98548458353154,9.98548458353154,MODERATE,0,0,0,1,0,belt_anchorage,1,100.0,OCC-00005531,OCC-34252527,MODERATE,MODERATE: belt anchorage dominates anomaly (44.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,21.398481713277867,"MODERATE: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.99 bits"
SIM-100615,1,9.16063750947706,9.16063750947706,9.16063750947706,9.16063750947706,MODERATE,0,0,0,1,0,belt_anchorage,1,100.0,OCC-00007373,OCC-82201167,BASELINE,BASELINE: belt anchorage dominates anomaly (32.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,17.53112187103772,"MODERATE: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.16 bits"
SIM-100644,1,5.822967722272384,5.822967722272384,5.822967722272384,5.822967722272384,LOW,0,0,0,0,1,seat_track_position,1,100.0,OCC-00009887,OCC-53304054,BASELINE,BASELINE: seat track position dominates anomaly (37.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,1.8821967457471278,"LOW: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 5.82 bits"
SIM-100915,1,9.86356922768406,9.86356922768406,9.86356922768406,9.86356922768406,MODERATE,0,0,0,1,0,seat_type,1,100.0,OCC-00000598,OCC-82660014,MODERATE,MODERATE: seat type dominates anomaly (43.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,20.826872058364042,"MODERATE: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.86 bits"
SIM-101105,1,17.35219588093768,17.35219588093768,17.35219588093768,17.35219588093768,HIGH,0,1,0,0,0,posture,1,100.0,OCC-00007009,OCC-44048245,EXTREME,EXTREME: posture dominates anomaly (50.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,55.93788221199822,"HIGH: posture dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 17.35 bits"
SIM-101267,1,11.926784550063822,11.926784550063822,11.926784550063822,11.926784550063822,MODERATE,0,0,0,1,0,seat_track_position,1,100.0,OCC-00008431,OCC-49075305,ELEVATED,ELEVATED: seat track position dominates anomaly (43.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,30.500418021793184,"MODERATE: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 11.93 bits"
SIM-101339,1,9.95582387458214,9.95582387458214,9.95582387458214,9.95582387458214,MODERATE,0,0,0,1,0,seat_position,1,100.0,OCC-00006438,OCC-30814772,MODERATE,MODERATE: seat position dominates anomaly (41.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,21.25941516592451,"MODERATE: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.96 bits"
SIM-101395,1,13.420873501546383,13.420873501546383,13.420873501546383,13.420873501546383,ELEVATED,0,0,1,0,0,seat_track_position,1,100.0,OCC-00005757,OCC-78513909,ELEVATED,ELEVATED: seat track position dominates anomaly (28.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,37.5055706051637,"ELEVATED: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 13.42 bits"
SIM-101477,1,12.538464504476607,12.538464504476607,12.538464504476607,12.538464504476607,ELEVATED,0,0,1,0,0,belt_use,1,100.0,OCC-00009179,OCC-29880347,ELEVATED,ELEVATED: belt use dominates anomaly (51.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,33.36832719721332,"ELEVATED: belt use dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.54 bits"
SIM-101560,1,10.29621600192171,10.29621600192171,10.29621600192171,10.29621600192171,MODERATE,0,0,0,1,0,posture,1,100.0,OCC-00008358,OCC-55864755,MODERATE,MODERATE: posture dominates anomaly (26.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,22.85537020449545,"MODERATE: posture dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 10.30 bits"
SIM-101575,1,16.635165779231038,16.635165779231038,16.635165779231038,16.635165779231038,HIGH,0,1,0,0,0,seat_performance,1,100.0,OCC-00006373,OCC-99104897,EXTREME,EXTREME: seat performance dominates anomaly (30.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,52.57603065400327,"HIGH: seat performance dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 16.64 bits"
SIM-101635,1,9.95582387458214,9.95582387458214,9.95582387458214,9.95582387458214,MODERATE,0,0,0,1,0,seat_position,1,100.0,OCC-00004932,OCC-13755537,MODERATE,MODERATE: seat position dominates anomaly (41.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,21.25941516592451,"MODERATE: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.96 bits"
SIM-101642,1,8.808846614027734,8.808846614027734,8.808846614027734,8.808846614027734,MODERATE,0,0,0,1,0,belt_anchorage,1,100.0,OCC-00005583,OCC-68347417,BASELINE,BASELINE: belt anchorage dominates anomaly (50.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,15.881722819115323,"MODERATE: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 8.81 bits"
SIM-101739,1,9.119893235946815,9.119893235946815,9.119893235946815,9.119893235946815,MODERATE,0,0,0,1,0,seat_type,1,100.0,OCC-00003921,OCC-44114277,BASELINE,BASELINE: seat type dominates anomaly (32.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,17.340089166663105,"MODERATE: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.12 bits"
SIM-101846,1,13.92347509688428,13.92347509688428,13.92347509688428,13.92347509688428,ELEVATED,0,0,1,0,0,belt_use,1,100.0,OCC-00000902,OCC-60165319,HIGH,HIGH: belt use dominates anomaly (39.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,39.86205738628457,"ELEVATED: belt use dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 13.92 bits"
SIM-101991,1,12.827176570647996,12.827176570647996,12.827176570647996,12.827176570647996,ELEVATED,0,0,1,0,0,seat_position,1,100.0,OCC-00004375,OCC-94186946,ELEVATED,ELEVATED: seat position dominates anomaly (30.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,34.72197623811136,"ELEVATED: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.83 bits"
SIM-102083,1,12.430543553859934,12.430543553859934,12.430543553859934,12.430543553859934,ELEVATED,0,0,1,0,0,seat_type,1,100.0,OCC-00006718,OCC-50096904,ELEVATED,ELEVATED: seat type dominates anomaly (24.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,32.8623314027447,"ELEVATED: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.43 bits"
SIM-102142,1,12.603491624339703,12.603491624339703,12.603491624339703,12.603491624339703,ELEVATED,0,0,1,0,0,seat_track_position,1,100.0,OCC-00002771,OCC-52517457,ELEVATED,ELEVATED: seat track position dominates anomaly (61.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,33.67321192060686,"ELEVATED: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.60 bits"
SIM-102164,1,5.825207512044061,5.825207512044061,5.825207512044061,5.825207512044061,LOW,0,0,0,0,1,seat_track_position,1,100.0,OCC-00006758,OCC-93971060,BASELINE,BASELINE: seat track position dominates anomaly (34.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,1.8926981747883505,"LOW: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 5.83 bits"
SIM-102218,1,8.96616429315149,8.96616429315149,8.96616429315149,8.96616429315149,MODERATE,0,0,0,1,0,seat_track_position,1,100.0,OCC-00005253,OCC-95944370,BASELINE,BASELINE: seat track position dominates anomaly (42.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,16.61931902798234,"MODERATE: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 8.97 bits"
SIM-102288,1,7.403207812751137,7.403207812751137,7.403207812751137,7.403207812751137,LOW,0,0,0,0,1,belt_anchorage,1,100.0,OCC-00004423,OCC-71413462,BASELINE,BASELINE: belt anchorage dominates anomaly (40.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,9.291275663825244,"LOW: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.40 bits"
SIM-102301,1,9.956612365527524,9.956612365527524,9.956612365527524,9.956612365527524,MODERATE,0,0,0,1,0,seat_type,1,100.0,OCC-00001053,OCC-15275010,MODERATE,MODERATE: seat type dominates anomaly (30.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,21.263112067221808,"MODERATE: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.96 bits"
SIM-102306,1,6.769994287479845,6.769994287479845,6.769994287479845,6.769994287479845,LOW,0,0,0,0,1,seat_position,1,100.0,OCC-00003985,OCC-60686665,BASELINE,BASELINE: seat position dominates anomaly (33.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,6.322404661882686,"LOW: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 6.77 bits"
SIM-102624,1,10.715425665191376,10.715425665191376,10.715425665191376,10.715425665191376,MODERATE,0,0,0,1,0,seat_position,1,100.0,OCC-00003238,OCC-31558383,MODERATE,MODERATE: seat position dominates anomaly (38.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,24.82086740780012,"MODERATE: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 10.72 bits"
SIM-102665,1,7.107612881394555,7.107612881394555,7.107612881394555,7.107612881394555,LOW,0,0,0,0,1,seat_position,1,100.0,OCC-00003955,OCC-83359578,BASELINE,BASELINE: seat position dominates anomaly (31.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,7.905355772664094,"LOW: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.11 bits"
SIM-102683,1,11.229425906117148,11.229425906117148,11.229425906117148,11.229425906117148,MODERATE,0,0,0,1,0,seat_performance,1,100.0,OCC-00007955,OCC-98807350,MODERATE,MODERATE: seat performance dominates anomaly (45.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,27.230797627819065,"MODERATE: seat performance dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 11.23 bits"
SIM-102717,1,7.946860251395154,7.946860251395154,7.946860251395154,7.946860251395154,LOW,0,0,0,0,1,belt_use,1,100.0,OCC-00007548,OCC-72116037,BASELINE,BASELINE: belt use dominates anomaly (29.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,11.840232525626428,"LOW: belt use dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.95 bits"
SIM-102880,1,9.16786141149777,9.16786141149777,9.16786141149777,9.16786141149777,MODERATE,0,0,0,1,0,seat_track_position,1,100.0,OCC-00002932,OCC-84687922,BASELINE,BASELINE: seat track position dominates anomaly (45.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,17.564991699103967,"MODERATE: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.17 bits"
SIM-102974,1,10.900809353867484,10.900809353867484,10.900809353867484,10.900809353867484,MODERATE,0,0,0,1,0,posture,1,100.0,OCC-00007697,OCC-78121817,MODERATE,MODERATE: posture dominates anomaly (32.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,25.69005329151579,"MODERATE: posture dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 10.90 bits"
SIM-103053,1,12.207216249778035,12.207216249778035,12.207216249778035,12.207216249778035,ELEVATED,0,0,1,0,0,seat_position,1,100.0,OCC-00002883,OCC-59275073,ELEVATED,ELEVATED: seat position dominates anomaly (33.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,31.81524391871364,"ELEVATED: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.21 bits"
SIM-103067,1,6.999605691776189,6.999605691776189,6.999605691776189,6.999605691776189,LOW,0,0,0,0,1,seat_position,1,100.0,OCC-00008370,OCC-19276529,BASELINE,BASELINE: seat position dominates anomaly (32.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,7.398955639909671,"LOW: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.00 bits"
SIM-103088,1,16.803589005985778,16.803589005985778,16.803589005985778,16.803589005985778,HIGH,0,1,0,0,0,seat_track_position,1,100.0,OCC-00006229,OCC-19493620,EXTREME,EXTREME: seat track position dominates anomaly (30.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,53.365696089136726,"HIGH: seat track position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 16.80 bits"
SIM-103241,1,12.887488639103005,12.887488639103005,12.887488639103005,12.887488639103005,ELEVATED,0,0,1,0,0,belt_anchorage,1,100.0,OCC-00009215,OCC-51370960,ELEVATED,ELEVATED: belt anchorage dominates anomaly (40.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,35.00475407521858,"ELEVATED: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.89 bits"
SIM-103242,1,11.418334591032462,11.418334591032462,11.418334591032462,11.418334591032462,MODERATE,0,0,0,1,0,seat_performance,1,100.0,OCC-00007731,OCC-53494695,MODERATE,MODERATE: seat performance dominates anomaly (24.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,28.116510731341116,"MODERATE: seat performance dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 11.42 bits"
SIM-103248,1,9.16067411113622,9.16067411113622,9.16067411113622,9.16067411113622,MODERATE,0,0,0,1,0,seat_position,1,100.0,OCC-00002727,OCC-66963893,BASELINE,BASELINE: seat position dominates anomaly (42.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,17.531293480771517,"MODERATE: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 9.16 bits"
SIM-103360,1,12.833821884290009,12.833821884290009,12.833821884290009,12.833821884290009,ELEVATED,0,0,1,0,0,seat_type,1,100.0,OCC-00000731,OCC-27773106,ELEVATED,ELEVATED: seat type dominates anomaly (34.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,34.753133309435974,"ELEVATED: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.83 bits"
SIM-103605,1,10.955712522841704,10.955712522841704,10.955712522841704,10.955712522841704,MODERATE,0,0,0,1,0,belt_anchorage,1,100.0,OCC-00008729,OCC-62186963,MODERATE,MODERATE: belt anchorage dominates anomaly (27.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,25.947471081529798,"MODERATE: belt anchorage dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 10.96 bits"
SIM-103642,1,15.828883714974666,15.828883714974666,15.828883714974666,15.828883714974666,ELEVATED,0,0,1,0,0,seat_type,1,100.0,OCC-00006492,OCC-17022569,HIGH,HIGH: seat type dominates anomaly (31.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,48.79571430821523,"ELEVATED: seat type dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 15.83 bits"
SIM-103847,1,7.551131469120579,7.551131469120579,7.551131469120579,7.551131469120579,LOW,0,0,0,0,1,seat_position,1,100.0,OCC-00008432,OCC-15067637,BASELINE,BASELINE: seat position dominates anomaly (51.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,9.984827264303766,"LOW: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 7.55 bits"
SIM-104023,1,12.43024275088848,12.43024275088848,12.43024275088848,12.43024275088848,ELEVATED,0,0,1,0,0,seat_position,1,100.0,OCC-00001715,OCC-43056261,ELEVATED,ELEVATED: seat position dominates anomaly (46.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,32.860921064551334,"ELEVATED: seat position dominates vehicle anomaly; 1 occupant event(s), maximum surprisal 12.43 bits"
